423
time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2017-09-08T13:56:35.000Z,60.366107,5.340127,58.7,4.8,162.82,8.102757,15,gps,0.75,0.80,1.10,,,,,97.0,
2017-09-08T13:56:45.000Z,60.365390,5.340515,58.5,4.7,159.63,7.778997,15,gps,0.75,0.80,1.10,,,,,97.0,
2017-09-08T13:56:56.000Z,60.364688,5.340875,58.7,4.3,173.15,7.098534,15,gps,,,,,,,,97.0,
2017-09-08T13:57:07.000Z,60.363990,5.340977,59.4,4.4,173.22,6.908087,15,gps,0.75,0.80,1.10,,,,,97.0,
2017-09-08T13:57:18.000Z,60.363260,5.341330,60.6,4.4,161.14,7.6961265,15,gps,0.76,0.80,1.10,,,,,97.0,
2017-09-08T13:57:28.000Z,60.362550,5.341595,60.9,4.2,177.9,7.8881183,16,gps,,,,,,,,97.0,
2017-09-08T13:57:39.000Z,60.361692,5.341532,61.9,4.4,183.62,8.352912,17,gps,0.64,0.71,0.96,,,,,97.0,
2017-09-08T13:57:49.000Z,60.360882,5.341135,62.4,4.4,197.65,8.379678,17,gps,0.65,1.01,1.21,,,,,97.0,
2017-09-08T13:58:00.000Z,60.360037,5.340692,62.0,4.5,187.41,8.021431,17,gps,0.64,0.98,1.18,,,,,97.0,
2017-09-08T13:58:11.000Z,60.359207,5.340363,61.7,4.5,190.81,8.251512,16,gps,,,,,,,,97.0,
2017-09-08T13:58:22.000Z,60.358255,5.340185,60.5,5.0,183.31,10.8765955,14,gps,0.77,0.74,1.06,,,,,97.0,
2017-09-08T13:58:33.000Z,60.357198,5.340023,58.6,5.3,186.7,8.562919,13,gps,0.88,0.81,1.19,,,,,96.0,
2017-09-08T13:58:43.000Z,60.356998,5.340293,57.2,5.0,76.35,3.6622486,14,gps,0.83,1.17,1.43,,,,,96.0,
2017-09-08T13:58:53.000Z,60.356815,5.340333,55.0,4.5,195.89,6.241522,17,gps,0.65,0.98,1.17,,,,,96.0,
2017-09-08T13:59:04.000Z,60.356055,5.339990,54.2,4.5,192.13,8.884106,18,gps,0.61,0.69,0.93,,,,,96.0,
2017-09-08T13:59:15.000Z,60.355182,5.339260,52.4,4.4,201.93,9.415813,17,gps,0.65,0.71,0.96,,,,,96.0,
2017-09-08T13:59:26.000Z,60.354265,5.338577,50.1,4.8,200.22,9.270147,15,gps,,,,,,,,96.0,
2017-09-08T13:59:37.000Z,60.353398,5.338055,47.6,4.9,195.44,8.799691,13,gps,0.94,1.27,1.58,,,,,96.0,
2017-09-08T13:59:48.000Z,60.352497,5.337868,45.4,4.5,186.66,9.478095,13,gps,0.88,0.79,1.18,,,,,96.0,
2017-09-08T13:59:59.000Z,60.351547,5.337697,42.7,4.4,186.3,9.515155,15,gps,,,,,,,,96.0,
2017-09-08T14:00:09.000Z,60.350737,5.337488,40.3,4.5,186.56,9.186248,14,gps,0.86,1.36,1.61,,,,,96.0,
2017-09-08T14:00:20.000Z,60.350202,5.337120,36.4,4.2,198.89,4.191383,15,gps,0.75,1.20,1.41,,,,,96.0,
2017-09-08T14:00:31.000Z,60.349968,5.337383,33.6,4.0,105.55,4.5172024,17,gps,0.65,0.74,0.98,,,,,96.0,
2017-09-08T14:00:42.000Z,60.349815,5.337922,32.4,4.0,176.87,2.9900215,17,gps,0.65,0.74,0.98,,,,,96.0,
2017-09-08T14:00:53.000Z,60.349318,5.337827,33.9,4.6,180.54,6.079899,13,gps,1.09,1.31,1.70,,,,,96.0,
2017-09-08T14:01:04.000Z,60.348480,5.337748,36.1,4.7,179.79,8.392031,14,gps,0.84,1.28,1.54,,,,,96.0,
2017-09-08T14:01:15.000Z,60.347520,5.338020,36.3,4.7,165.41,10.84983,14,gps,0.79,0.79,1.12,,,,,96.0,
2017-09-08T14:01:26.000Z,60.346618,5.338933,36.0,5.0,145.34,9.351988,15,gps,0.75,1.27,1.48,,,,,96.0,
2017-09-08T14:01:36.000Z,60.345932,5.339545,35.2,5.3,161.41,6.8416877,15,gps,0.75,1.27,1.48,,,,,96.0,
2017-09-08T14:01:46.000Z,60.345425,5.339468,33.2,4.7,196.05,3.554157,15,gps,0.75,1.27,1.48,,,,,96.0,
2017-09-08T14:01:57.000Z,60.345000,5.339262,33.0,4.3,174.59,5.7767277,16,gps,,,,,,,,96.0,
2017-09-08T14:02:08.000Z,60.344408,5.339427,33.6,4.3,157.9,5.8781276,16,gps,0.71,1.15,1.35,,,,,96.0,
2017-09-08T14:02:18.000Z,60.344050,5.340272,34.8,4.6,116.32,7.0465474,16,gps,,,,,,,,96.0,
2017-09-08T14:02:29.000Z,60.343590,5.341172,32.9,4.7,150.98,6.379982,15,gps,0.76,1.15,1.38,,,,,96.0,
2017-09-08T14:02:40.000Z,60.342988,5.341558,31.5,5.5,162.29,6.2600517,13,gps,,,,,,,,96.0,
2017-09-08T14:02:50.000Z,60.342442,5.342027,30.2,5.5,157.32,7.0743423,14,gps,0.79,0.81,1.13,,,,,96.0,
2017-09-08T14:03:01.000Z,60.341830,5.342262,27.2,5.8,171.29,6.1174736,13,gps,0.88,1.41,1.66,,,,,96.0,
2017-09-08T14:03:12.000Z,60.341205,5.342478,24.4,6.4,175.85,5.769521,11,gps,,,,,,,,96.0,
2017-09-08T14:03:23.000Z,60.340733,5.342582,22.4,6.6,169.2,4.8054466,10,gps,1.37,0.91,1.64,,,,,96.0,
2017-09-08T14:03:33.000Z,60.340347,5.342985,20.4,6.4,132.86,4.7704453,11,gps,1.30,0.88,1.57,,,,,96.0,
2017-09-08T14:03:44.000Z,60.340028,5.343723,18.9,5.9,120.1,5.623855,12,gps,0.95,0.83,1.27,,,,,96.0,
2017-09-08T14:03:55.000Z,60.339652,5.344243,19.0,5.5,161.87,3.6843817,13,gps,,,,,,,,96.0,
2017-09-08T14:04:05.000Z,60.339235,5.343943,22.3,4.9,193.05,3.9999063,15,gps,0.74,0.76,1.06,,,,,96.0,
2017-09-08T14:04:16.000Z,60.338760,5.343535,26.6,4.7,191.15,5.0540576,16,gps,0.71,1.15,1.35,,,,ON_BICYCLE,96.0,
2017-09-08T14:04:27.000Z,60.338163,5.343105,30.5,4.3,195.82,5.6377525,16,gps,0.71,1.15,1.35,,,,,96.0,
2017-09-08T14:04:38.000Z,60.337562,5.342977,31.6,4.4,169.73,6.103061,16,gps,0.70,0.75,1.03,,,,,96.0,
2017-09-08T14:04:49.000Z,60.337005,5.343482,32.0,4.7,154.87,5.5353227,16,gps,0.70,0.75,1.03,,,,,96.0,
2017-09-08T14:05:00.000Z,60.336555,5.344123,34.1,4.8,120.2,5.7401824,16,gps,0.70,0.75,1.03,,,,,95.0,
2017-09-08T14:05:10.000Z,60.336742,5.345305,36.9,4.4,77.08,7.1314764,15,gps,,,,,,,ON_BICYCLE,95.0,
2017-09-08T14:05:21.000Z,60.336622,5.346657,37.8,4.1,103.12,6.09637,15,gps,0.73,1.13,1.35,,,,,95.0,
2017-09-08T14:05:32.000Z,60.336507,5.347742,38.7,4.2,97.67,5.629517,15,gps,0.73,0.75,1.04,,,,,95.0,
2017-09-08T14:05:43.000Z,60.336358,5.348928,38.8,4.2,105.64,6.61521,15,gps,0.75,1.26,1.47,,,,,95.0,
2017-09-08T14:05:54.000Z,60.336318,5.350155,40.2,4.1,69.85,6.411895,15,gps,0.74,0.78,1.08,,,,,95.0,
2017-09-08T14:06:05.000Z,60.336668,5.350530,43.5,3.9,8.47,4.258297,15,gps,0.75,1.16,1.38,,,,,95.0,
2017-09-08T14:06:15.000Z,60.336960,5.350800,46.6,4.0,44.72,3.4697425,16,gps,,,,,,,,95.0,
2017-09-08T14:06:26.000Z,60.337133,5.351378,49.0,4.1,61.39,3.856299,15,gps,0.75,1.01,1.26,,,,,95.0,
2017-09-08T14:06:37.000Z,60.337373,5.351832,50.7,4.1,23.5,3.4265058,14,gps,,,,,,,,95.0,
2017-09-08T14:06:47.000Z,60.337660,5.351983,53.1,4.1,19.62,3.3148112,14,gps,,,,,,,,95.0,
2017-09-08T14:06:58.000Z,60.337947,5.352352,55.2,4.0,51.33,3.6020262,14,gps,0.79,1.16,1.40,,,,ON_BICYCLE,95.0,
2017-09-08T14:07:08.000Z,60.338118,5.352972,57.4,4.1,67.27,4.482201,14,gps,0.79,1.16,1.40,,,,,95.0,
2017-09-08T14:07:19.000Z,60.338347,5.353935,59.6,4.5,53.19,6.1879907,14,gps,0.79,1.16,1.40,,,,,95.0,
2017-09-08T14:07:30.000Z,60.338945,5.354848,61.2,4.6,35.12,8.425488,14,gps,,,,,,,,95.0,
2017-09-08T14:07:41.000Z,60.339457,5.355640,63.9,5.2,42.68,4.6813984,12,gps,1.10,1.61,1.95,,,,,95.0,
2017-09-08T14:07:51.000Z,60.339645,5.356062,66.3,5.2,47.26,2.9761238,12,gps,1.04,0.85,1.34,,,,ON_BICYCLE,95.0,
2017-09-08T14:08:02.000Z,60.339798,5.356535,68.8,5.1,42.72,2.903548,12,gps,1.10,1.61,1.95,,,,,95.0,
2017-09-08T14:08:12.000Z,60.339982,5.356953,72.0,4.6,37.98,3.270545,12,gps,1.10,1.61,1.95,,,,,95.0,
2017-09-08T14:08:23.000Z,60.340240,5.357413,74.2,4.7,40.58,3.8480632,12,gps,1.10,1.61,1.95,,,,,95.0,
2017-09-08T14:08:33.000Z,60.340475,5.357803,76.3,5.0,35.78,3.1959102,12,gps,1.04,0.85,1.34,,,,,95.0,
2017-09-08T14:08:44.000Z,60.340693,5.358133,79.1,4.8,32.69,2.9622264,13,gps,0.91,1.41,1.68,,,,,95.0,
2017-09-08T14:08:54.000Z,60.340902,5.358312,80.8,4.8,28.7,2.6060386,13,gps,0.91,1.41,1.68,,,,,95.0,
2017-09-08T14:09:05.000Z,60.341088,5.358520,82.7,4.7,38.27,2.4305184,13,gps,0.91,1.41,1.68,,,,,95.0,
2017-09-08T14:09:16.000Z,60.341225,5.358615,89.2,4.7,33.64,2.1654365,12,gps,1.04,0.85,1.34,,,,,95.0,
2017-09-08T14:09:27.000Z,60.341395,5.358910,91.5,4.7,41.92,2.373899,12,gps,1.04,0.85,1.34,,,,,95.0,
2017-09-08T14:09:38.000Z,60.341557,5.359212,94.1,4.5,41.75,2.6657465,12,gps,,,,,,,,95.0,
2017-09-08T14:09:49.000Z,60.341758,5.359527,97.0,4.4,30.42,2.905607,12,gps,1.04,0.85,1.34,,,,,95.0,
2017-09-08T14:10:00.000Z,60.341982,5.359855,100.6,4.3,43.93,3.1192167,12,gps,1.10,1.60,1.94,,,,,95.0,
2017-09-08T14:10:11.000Z,60.342223,5.360202,103.5,4.4,32.07,3.3894458,12,gps,1.10,1.60,1.94,,,,,95.0,
2017-09-08T14:10:22.000Z,60.342447,5.360535,106.9,4.6,37.88,2.8484728,11,gps,,,,,,,ON_BICYCLE,95.0,
2017-09-08T14:10:32.000Z,60.342647,5.360875,109.6,4.5,30.59,2.6055238,11,gps,1.20,0.90,1.50,,,,,95.0,
2017-09-08T14:10:43.000Z,60.342803,5.361177,114.3,4.5,49.13,2.6425838,11,gps,1.20,0.90,1.50,,,,,95.0,
2017-09-08T14:10:54.000Z,60.342980,5.361450,118.4,4.6,31.97,2.9617116,11,gps,,,,,,,,95.0,
2017-09-08T14:11:05.000Z,60.343177,5.361800,122.1,4.7,42.45,3.2303967,12,gps,1.10,1.59,1.94,,,,,95.0,
2017-09-08T14:11:15.000Z,60.343427,5.362125,124.8,4.2,30.09,3.3173847,13,gps,0.92,1.41,1.68,,,,ON_BICYCLE,95.0,
2017-09-08T14:11:26.000Z,60.343688,5.362462,128.9,4.2,31.12,3.1346583,13,gps,0.92,1.41,1.68,,,,,95.0,
2017-09-08T14:11:37.000Z,60.343902,5.362678,131.8,3.8,34.43,2.8747237,13,gps,0.92,1.41,1.68,,,,,94.0,
2017-09-08T14:11:48.000Z,60.344130,5.362875,134.6,3.6,27.02,2.4330919,15,gps,0.74,0.78,1.07,,,,,94.0,
2017-09-08T14:11:59.000Z,60.344350,5.363115,137.5,3.6,22.28,2.9431818,15,gps,,,,,,,,94.0,
2017-09-08T14:12:10.000Z,60.344597,5.363268,140.3,3.7,21.28,3.0682592,16,gps,0.74,1.13,1.35,,,,,94.0,
2017-09-08T14:12:21.000Z,60.344858,5.363398,142.8,3.6,15.44,0.0,16,gps,0.72,0.75,1.04,,,,,94.0,
2017-09-08T14:13:12.000Z,60.344955,5.363462,143.0,2.7,11.09,2.9097247,18,gps,0.67,0.72,0.98,,,,,94.0,
2017-09-08T14:13:22.000Z,60.345450,5.363755,143.7,3.6,13.52,6.3655696,17,gps,,,,,,,,94.0,
2017-09-08T14:13:33.000Z,60.346348,5.364123,144.8,4.8,7.91,11.2049885,16,gps,0.81,1.09,1.35,,,,,94.0,
2017-09-08T14:13:44.000Z,60.347532,5.364940,142.6,5.3,24.15,12.142812,16,gps,0.78,0.74,1.07,,,,,94.0,
2017-09-08T14:13:54.000Z,60.348202,5.365662,140.3,5.4,31.41,4.0029945,16,gps,0.81,1.09,1.35,,,,,94.0,
2017-09-08T14:14:05.000Z,60.348658,5.366153,138.2,5.2,23.68,6.9549265,16,gps,0.78,0.74,1.07,,,,,94.0,
2017-09-08T14:14:16.000Z,60.349550,5.367060,136.2,5.1,18.79,10.792181,12,gps,,,,,,,,94.0,
2017-09-08T14:14:26.000Z,60.350507,5.367833,134.3,5.4,26.72,11.283226,12,gps,1.05,0.84,1.35,,,,,94.0,
2017-09-08T14:14:37.000Z,60.351493,5.368828,131.6,5.7,22.96,10.947112,12,gps,1.05,0.84,1.35,,,,,94.0,
2017-09-08T14:14:47.000Z,60.352515,5.368988,129.2,5.4,355.53,11.818537,12,gps,1.10,1.57,1.91,,,,,94.0,
2017-09-08T14:14:58.000Z,60.353713,5.368763,125.1,5.3,356.22,12.015676,12,gps,1.05,0.84,1.35,,,,,94.0,
2017-09-08T14:15:09.000Z,60.354777,5.368603,120.1,4.7,357.16,11.051086,15,gps,0.83,1.09,1.37,,,,,94.0,
2017-09-08T14:15:20.000Z,60.355828,5.368533,115.4,4.7,359.51,10.131277,16,gps,0.81,1.09,1.35,,,,,94.0,
2017-09-08T14:15:31.000Z,60.356792,5.368473,113.3,5.1,359.8,9.58773,15,gps,,,,,,,,94.0,
2017-09-08T14:15:42.000Z,60.357623,5.368620,110.3,5.0,18.25,7.4650164,15,gps,0.80,0.74,1.09,,,,,94.0,
2017-09-08T14:15:53.000Z,60.357933,5.369393,107.1,4.9,50.13,4.5923514,16,gps,0.76,1.04,1.29,,,,,94.0,
2017-09-08T14:16:04.000Z,60.358190,5.370020,103.4,4.8,51.86,4.023069,17,gps,0.75,1.04,1.28,,,,,94.0,
2017-09-08T14:16:15.000Z,60.358428,5.370522,99.4,4.8,48.06,4.135278,16,gps,,,,,,,,94.0,
2017-09-08T14:16:26.000Z,60.358678,5.371030,96.2,5.0,49.89,3.8964472,15,gps,0.92,1.35,1.63,,,,,94.0,
2017-09-08T14:16:37.000Z,60.358945,5.371547,93.8,4.8,39.71,4.2212367,15,gps,0.78,0.79,1.11,,,,,94.0,
2017-09-08T14:16:47.000Z,60.359203,5.371853,91.7,4.7,29.44,3.3755484,16,gps,0.88,1.30,1.57,,,,,94.0,
2017-09-08T14:16:58.000Z,60.359550,5.372208,89.8,4.7,31.93,4.4523473,16,gps,0.78,0.74,1.07,,,,,94.0,
2017-09-08T14:17:09.000Z,60.359873,5.372607,89.2,4.5,36.92,3.6679106,16,gps,0.81,1.09,1.35,,,,,94.0,
2017-09-08T14:17:20.000Z,60.360145,5.372983,88.9,4.4,41.48,3.861961,17,gps,0.72,0.72,1.02,,,,,94.0,
2017-09-08T14:17:31.000Z,60.360390,5.373413,89.7,4.3,41.85,3.5011406,17,gps,0.75,1.04,1.28,,,,,94.0,
2017-09-08T14:17:42.000Z,60.360702,5.373783,92.3,4.3,34.17,4.7071347,15,gps,0.82,1.10,1.37,,,,,94.0,
2017-09-08T14:17:52.000Z,60.361015,5.374137,94.0,4.6,28.51,4.1126304,15,gps,0.79,0.74,1.09,,,,,94.0,
2017-09-08T14:18:03.000Z,60.361378,5.374445,95.3,4.6,29.08,4.631985,16,gps,0.81,1.09,1.35,,,,ON_BICYCLE,93.0,
2017-09-08T14:18:13.000Z,60.361703,5.374855,95.8,4.8,31.78,4.4559503,16,gps,0.78,0.74,1.07,,,,,93.0,
2017-09-08T14:18:24.000Z,60.362040,5.375157,96.5,4.8,22.65,3.879976,16,gps,0.80,1.09,1.35,,,,,93.0,
2017-09-08T14:18:35.000Z,60.362420,5.375282,98.2,4.8,13.27,4.155867,16,gps,0.80,1.09,1.35,,,,,93.0,
2017-09-08T14:18:46.000Z,60.362782,5.375287,101.5,5.0,357.87,3.5042288,14,gps,0.95,1.11,1.46,,,,,93.0,
2017-09-08T14:18:57.000Z,60.363158,5.375203,106.0,5.0,357.75,3.9206393,13,gps,1.17,0.76,1.39,,,,,93.0,
2017-09-08T14:19:08.000Z,60.363493,5.375160,111.0,4.9,358.59,3.5083466,13,gps,1.23,1.17,1.69,,,,,93.0,
2017-09-08T14:19:19.000Z,60.363822,5.375120,115.4,4.7,1.54,3.9499784,13,gps,1.17,0.76,1.39,,,,,93.0,
2017-09-08T14:19:30.000Z,60.364170,5.375073,119.7,4.8,354.92,3.3647392,14,gps,0.87,0.74,1.15,,,,,93.0,
2017-09-08T14:19:41.000Z,60.364507,5.374957,125.2,4.8,356.8,3.9880679,14,gps,0.82,0.76,1.12,,,,,93.0,
2017-09-08T14:19:52.000Z,60.364812,5.374792,131.1,4.4,354.54,3.42805,15,gps,0.79,0.74,1.09,,,,,93.0,
2017-09-08T14:20:03.000Z,60.365182,5.374753,136.0,4.8,7.36,3.8882117,15,gps,0.82,1.10,1.37,,,,ON_BICYCLE,93.0,
2017-09-08T14:20:14.000Z,60.365583,5.375118,139.9,5.0,29.4,5.081338,15,gps,0.82,1.10,1.37,,,,,93.0,
2017-09-08T14:20:25.000Z,60.365908,5.375557,142.8,4.4,25.31,4.445656,15,gps,,,,,,,,93.0,
2017-09-08T14:20:36.000Z,60.366247,5.375497,144.5,4.4,337.86,3.4470947,15,gps,0.82,1.10,1.37,,,,,93.0,
2017-09-08T14:20:47.000Z,60.366587,5.375207,147.3,4.7,336.97,3.9381397,15,gps,0.79,0.74,1.08,,,,,93.0,
2017-09-08T14:20:57.000Z,60.366922,5.374932,150.7,4.8,338.56,3.8341658,15,gps,0.79,0.74,1.08,,,,,93.0,
2017-09-08T14:21:08.000Z,60.367303,5.374797,155.2,4.7,7.04,3.6380568,15,gps,0.79,0.74,1.08,,,,,93.0,
2017-09-08T14:21:19.000Z,60.367618,5.374933,158.6,4.4,20.57,3.3915048,16,gps,0.80,1.09,1.35,,,,,93.0,
2017-09-08T14:21:30.000Z,60.367910,5.375158,162.7,4.8,12.52,3.5351121,16,gps,0.80,1.09,1.35,,,,,93.0,
2017-09-08T14:21:41.000Z,60.368245,5.375080,165.7,4.5,347.28,3.3024578,15,gps,0.82,1.10,1.37,,,,,93.0,
2017-09-08T14:21:52.000Z,60.368497,5.374742,169.5,4.6,311.02,3.5361416,15,gps,0.79,0.74,1.08,,,,,93.0,
2017-09-08T14:22:03.000Z,60.368705,5.374087,173.7,4.6,313.96,3.4965081,15,gps,,,,,,,,93.0,
2017-09-08T14:22:14.000Z,60.368992,5.373550,177.7,4.6,327.17,3.902624,15,gps,,,,,,,,93.0,
2017-09-08T14:22:24.000Z,60.369288,5.373107,181.3,4.4,322.56,4.8780227,15,gps,0.79,0.74,1.08,,,,,93.0,
2017-09-08T14:22:35.000Z,60.369643,5.372158,184.2,4.6,296.79,6.172549,15,gps,,,,,,,,93.0,
2017-09-08T14:22:46.000Z,60.369863,5.370795,187.5,4.7,292.08,7.4408245,13,gps,0.92,1.37,1.65,,,,,93.0,
2017-09-08T14:22:56.000Z,60.370178,5.369355,189.6,5.0,296.71,8.352912,13,gps,0.90,0.81,1.21,,,,ON_BICYCLE,93.0,
2017-09-08T14:23:07.000Z,60.370612,5.367518,190.2,5.4,289.28,11.129839,12,gps,,,,,,,,93.0,
2017-09-08T14:23:18.000Z,60.370863,5.365312,186.3,5.4,280.26,9.652586,12,gps,1.06,0.83,1.34,,,,,93.0,
2017-09-08T14:23:29.000Z,60.370640,5.364517,184.8,6.1,217.87,3.1248786,14,gps,,,,,,,,93.0,
2017-09-08T14:23:40.000Z,60.369897,5.366547,186.3,5.7,130.44,10.849315,13,gps,,,,,,,,93.0,
2017-09-08T14:23:51.000Z,60.368940,5.368068,186.7,5.8,146.1,11.813905,13,gps,1.04,1.52,1.84,,,,,93.0,
2017-09-08T14:24:01.000Z,60.368127,5.369393,186.0,5.9,138.42,11.084028,14,gps,0.91,0.83,1.23,,,,,93.0,
2017-09-08T14:24:12.000Z,60.367433,5.371228,184.0,6.0,128.41,10.659383,14,gps,0.91,0.83,1.23,,,,,93.0,
2017-09-08T14:24:23.000Z,60.366605,5.371900,181.1,6.0,175.01,7.371337,14,gps,,,,,,,,93.0,
2017-09-08T14:24:33.000Z,60.366077,5.370082,180.0,5.8,243.77,9.393166,12,gps,0.86,1.21,1.48,,,,IN_VEHICLE,93.0,
2017-09-08T14:24:44.000Z,60.365133,5.369457,179.1,5.4,181.54,10.575997,13,gps,0.79,1.22,1.45,,,,,92.0,
2017-09-08T14:24:55.000Z,60.364590,5.368078,175.7,5.1,260.02,9.022051,12,gps,,,,,,,,92.0,
2017-09-08T14:25:06.000Z,60.364798,5.366545,173.9,5.2,283.13,7.0367675,11,gps,0.97,0.84,1.29,,,,,92.0,
2017-09-08T14:25:17.000Z,60.365430,5.366098,170.7,5.0,355.2,8.61542,14,gps,0.81,1.21,1.45,,,,,92.0,
2017-09-08T14:25:28.000Z,60.366473,5.365718,166.8,5.1,350.44,10.8750515,13,gps,0.90,0.80,1.21,,,,,92.0,
2017-09-08T14:25:39.000Z,60.367605,5.364887,161.2,5.1,328.55,11.518454,14,gps,0.83,1.22,1.47,,,,,92.0,
2017-09-08T14:25:50.000Z,60.368225,5.363337,155.3,5.1,298.97,10.337167,14,gps,0.82,0.76,1.12,,,,,92.0,
2017-09-08T14:26:01.000Z,60.369030,5.361828,148.6,5.0,329.19,10.887919,14,gps,,,,,,,,92.0,
2017-09-08T14:26:11.000Z,60.369953,5.361138,139.6,4.8,340.57,11.190062,15,gps,0.79,0.74,1.08,,,,,92.0,
2017-09-08T14:26:55.000Z,60.370608,5.360492,125.8,4.7,345.7,3.6864405,16,gps,0.81,1.11,1.38,,,,,92.0,
2017-09-08T14:27:32.000Z,60.371253,5.360145,109.0,4.3,345.49,7.447001,16,gps,0.77,0.73,1.06,,,,,92.0,
2017-09-08T14:29:32.000Z,60.380144,5.359911,53.0,4.3,345.49,7.447001,16,gps,0.77,0.73,1.06,,,,,92.0,
2017-09-08T14:31:02.000Z,60.386804,5.348324,34.0,4.3,345.49,7.447001,16,gps,0.77,0.73,1.06,,,,,92.0,
2017-09-08T14:32:32.000Z,60.392571,5.331072,9.0,4.3,345.49,7.447001,16,gps,0.77,0.73,1.06,,,,,92.0,
2017-09-08T14:33:36.000Z,60.394692,5.328841,5.0,4.3,345.49,7.447001,16,gps,0.77,0.73,1.06,,,,,92.0,
2017-09-08T14:34:38.000Z,60.395243,5.326695,3.0,4.3,345.49,7.447001,16,gps,0.77,0.73,1.06,,,,,92.0,
2017-09-08T14:35:44.000Z,60.396485,5.328217,3.2,18.2,9.96,0.34795222,0,gps,99.99,99.99,99.99,,,,,91.0,
2017-09-08T14:35:55.000Z,60.396373,5.328345,6.3,2.9,9.96,0.15956388,15,gps,0.83,0.82,1.17,,,,,91.0,
